iter	RMSE
958	215.9042124
959	215.8276372
960	215.7741615
961	215.6648488
962	215.6462403
963	215.6095888
964	215.5193658
965	215.4262567
966	215.3418167
967	215.2888383
968	215.1850771
969	215.1471891
970	215.0763857
971	214.9872271
972	214.9503365
973	214.9187715
974	214.8533199
975	214.7783942
976	214.6784801
977	214.6503806
978	214.6131522
979	214.5467967
980	214.4594505
981	214.4242575
982	214.3479774
983	214.2893882
984	214.2553762
985	214.2367024
986	214.2079064
987	214.1903394
988	214.1405831
989	214.044344
990	213.9918237
991	213.959369
992	213.850075
993	213.7886477
994	213.7541761
995	213.7301959
996	213.6708924
997	213.6262084
998	213.578175
999	213.4382219
1000	213.4022776
1001	213.3090524
1002	213.2476834
1003	213.2093276
1004	213.1885686
1005	213.1386
1006	213.0933629
1007	213.0567548
1008	212.971056
1009	212.9472098
1010	212.8134377
1011	212.7933741
1012	212.7842937
1013	212.7728402
1014	212.7293235
1015	212.6845609
1016	212.6259971
1017	212.5646537
1018	212.490178
1019	212.4213241
1020	212.3783328
1021	212.3480039
1022	212.3117126
1023	212.2280721
1024	212.1901761
1025	212.1312796
1026	212.1029794
1027	212.0580705
1028	212.0165896
1029	211.990356
1030	211.9022031
1031	211.8722643
1032	211.7764283
1033	211.7190892
1034	211.6519468
1035	211.5942602
1036	211.5226561
1037	211.467386
1038	211.3392169
1039	211.2542178
1040	211.219392
1041	211.157499
1042	211.1043552
1043	211.0362022
1044	210.9672382
1045	210.9259348
1046	210.8914937
1047	210.8588685
1048	210.7928002
1049	210.7592206
1050	210.6681231
1051	210.6267453
1052	210.5935327
1053	210.5518807
1054	210.5026507
1055	210.3849285
1056	210.3529205
1057	210.3132797
1058	210.2824343
1059	210.2004805
1060	210.1331924
1061	210.1245057
1062	210.086072
1063	210.0115966
1064	209.9780182
1065	209.9380085
1066	209.9295577
1067	209.8510296
1068	209.818675
1069	209.788611
1070	209.7245147
1071	209.6597135
1072	209.5398114
1073	209.4812849
1074	209.4308993
1075	209.3908543
1076	209.3575056
1077	209.3105719
1078	209.2576201
1079	209.2362134
1080	209.1608314
1081	209.1430581
1082	209.0972143
1083	209.0237839
1084	208.9835528
1085	208.9543014
1086	208.923998
1087	208.8948047
1088	208.8218426
1089	208.8193508
1090	208.8044066
1091	208.7668534
1092	208.7280791
1093	208.6846023
1094	208.6581426
1095	208.6305277
1096	208.5780883
1097	208.5672566
1098	208.5550664
1099	208.4649784
1100	208.4258764
1101	208.3616925
1102	208.3527165
1103	208.3447766
1104	208.3310406
1105	208.3285542
1106	208.2593614
1107	208.2210168
1108	208.1717939
1109	208.1376979
1110	208.0841327
1111	208.0034329
1112	207.925039
1113	207.8469875
1114	207.7805956
1115	207.7518873
1116	207.7140794
1117	207.7117243
1118	207.6746316
1119	207.6290108
1120	207.5981985
1121	207.5581791
1122	207.5495793
1123	207.5419272
1124	207.4967339
1125	207.4488181
1126	207.4027812
1127	207.3853398
1128	207.3354062
1129	207.2781465
1130	207.2376944
1131	207.1941898
1132	207.1625579
1133	207.1243905
1134	207.0959693
1135	207.0938869
1136	207.0603232
1137	207.0304657
1138	207.0058183
1139	207.0037831
1140	206.9616557
1141	206.95011
1142	206.9420103
1143	206.9063049
1144	206.8737429
1145	206.830886
1146	206.8289253
1147	206.7877638
1148	206.7113837
1149	206.6888776
1150	206.6058616
1151	206.5764311
1152	206.5355057
1153	206.4880176
1154	206.480359
1155	206.4742014
1156	206.4723154
1157	206.4403579
1158	206.4330921
1159	206.4048708
1160	206.3295086
1161	206.2224435
1162	206.1968847
1163	206.1559865
1164	206.1225353
1165	206.0915901
1166	206.0494659
1167	206.0160797
1168	205.9950749
1169	205.8815881
1170	205.8743021
1171	205.8320437
1172	205.783281
1173	205.7329214
1174	205.6998461
1175	205.6474692
1176	205.6222671
1177	205.5942538
1178	205.5533754
1179	205.5311415
1180	205.491918
1181	205.458142
1182	205.4405739
1183	205.4171774
1184	205.3083637
1185	205.273952
1186	205.2507879
1187	205.1834337
1188	205.136061
1189	205.1004175
1190	205.0783629
1191	205.0558773
1192	205.0177343
1193	204.9869045
1194	204.9206355
1195	204.8861872
1196	204.8509117
1197	204.8226728
1198	204.7961485
1199	204.7792673
1200	204.7024887
1201	204.6676783
1202	204.6321223
1203	204.5942374
1204	204.5630558
1205	204.5177373
1206	204.4895363
1207	204.4521783
1208	204.4116973
1209	204.4098268
1210	204.3888832
1211	204.3484101
1212	204.3134455
1213	204.2760973
1214	204.2166559
1215	204.1386595
1216	204.1105502
1217	204.0656139
1218	204.0200515
1219	203.987223
1220	203.95992
1221	203.8854858
1222	203.8149906
1223	203.7697801
1224	203.7432325
1225	203.7037481
1226	203.6631406
1227	203.6620217
1228	203.6378824
1229	203.5969737
1230	203.5274859
1231	203.4942531
1232	203.4349395
1233	203.4116577
1234	203.4015607
1235	203.3997476
1236	203.3432184
1237	203.2991828
1238	203.2673945
1239	203.2285656
1240	203.1396372
1241	203.1179512
1242	203.0785543
1243	202.9908793
1244	202.9549102
1245	202.9173523
1246	202.8763792
1247	202.8437994
1248	202.8429588
1249	202.774703
1250	202.7087673
1251	202.7056141
1252	202.6725576
1253	202.6410308
1254	202.6092207
1255	202.582001
1256	202.5602534
1257	202.5258578
1258	202.4958766
1259	202.4571833
1260	202.4498916
1261	202.4171747
1262	202.3973219
1263	202.3418541
1264	202.3077927
1265	202.2534931
1266	202.2168385
1267	202.1799855
1268	202.1489189
1269	202.1066988
1270	202.0992566
1271	202.0921684
1272	202.0662155
1273	202.0436202
1274	202.0147268
1275	201.9907236
1276	201.9596702
1277	201.9272197
1278	201.8744854
1279	201.7819352
1280	201.7498094
1281	201.7387555
1282	201.7376241
1283	201.7048571
1284	201.6966195
1285	201.6956438
1286	201.6940088
1287	201.6739267
1288	201.651455
1289	201.6256517
1290	201.6246069
1291	201.5937444
1292	201.5774894
1293	201.5333966
1294	201.4654709
1295	201.4296498
1296	201.4047635
1297	201.361087
1298	201.3396812
1299	201.2774459
1300	201.245146
1301	201.2202411
1302	201.1855331
1303	201.1698916
1304	201.1505664
1305	201.1363902
1306	201.1030572
1307	201.0547571
1308	201.0161278
1309	200.9778708
1310	200.9491829
1311	200.9255504
1312	200.8986523
1313	200.8751274
1314	200.8539344
1315	200.7664419
1316	200.7368482
1317	200.7168873
1318	200.6771443
1319	200.6116655
1320	200.5700729
1321	200.5692833
1322	200.5438864
1323	200.5211529
1324	200.5012729
1325	200.4642326
1326	200.4317704
1327	200.3481096
1328	200.3144788
1329	200.269032
1330	200.2234203
1331	200.1866779
1332	200.1680652
1333	200.1397365
1334	200.1013906
1335	200.0512573
1336	200.0286059
1337	199.9820956
1338	199.9645065
1339	199.926487
1340	199.9031414
1341	199.816779
1342	199.7705751
1343	199.7397962
1344	199.7030033
1345	199.6834214
1346	199.6631821
1347	199.6581137
1348	199.6433532
1349	199.6269845
1350	199.626008
1351	199.600746
1352	199.5789368
1353	199.5332696
1354	199.4708498
1355	199.4323842
1356	199.4068415
1357	199.376562
1358	199.3567601
1359	199.3149156
1360	199.2922623
1361	199.2914944
1362	199.2649899
1363	199.1845791
1364	199.1503747
1365	199.131541
1366	199.1197419
1367	199.0930137
1368	199.0743907
1369	199.0503508
1370	199.0202734
1371	198.9915124
1372	198.9681126
1373	198.9246362
1374	198.8952424
1375	198.8671128
1376	198.843208
1377	198.8204838
1378	198.8012077
1379	198.800457
1380	198.7952278
1381	198.7828083
1382	198.7048561
1383	198.6568763
1384	198.5692225
1385	198.5502994
1386	198.4643413
1387	198.4042302
1388	198.383557
1389	198.3591525
1390	198.3473457
1391	198.3165079
1392	198.2321261
1393	198.1493529
1394	198.0489339
1395	198.0377684
1396	198.0168926
1397	197.9367502
1398	197.8581078
1399	197.8401327
1400	197.8117197
1401	197.7672146
1402	197.690012
1403	197.6729032
1404	197.5785656
1405	197.5675582
1406	197.5387033
1407	197.4949639
1408	197.4720766
1409	197.4648701
1410	197.4456227
1411	197.3992969
1412	197.3956524
1413	197.3721213
1414	197.3445418
1415	197.3375436
1416	197.2937322
1417	197.2228132
1418	197.2072172
1419	197.1992318
1420	197.1773951
1421	197.169558
1422	197.14096
1423	197.1140621
1424	197.081281
1425	197.0541847
1426	196.9624333
1427	196.9267869
1428	196.8375818
1429	196.8139902
1430	196.8074486
1431	196.7819419
1432	196.7374978
1433	196.711001
1434	196.6961989
1435	196.6783728
1436	196.6735139
1437	196.611061
1438	196.5538287
1439	196.5315421
1440	196.458239
1441	196.4452052
1442	196.4389065
1443	196.4322634
1444	196.4083058
1445	196.3660431
1446	196.3245357
1447	196.2760685
1448	196.2593395
1449	196.1847692
1450	196.1670214
1451	196.1568662
1452	196.129906
1453	196.1229224
1454	196.105826
1455	196.0990581
1456	196.0129863
1457	196.0059256
1458	195.9637744
1459	195.9261841
1460	195.9022429
1461	195.8865318
1462	195.8585921
1463	195.8182628
1464	195.7810628
1465	195.7539383
1466	195.7128767
1467	195.6854613
1468	195.6739822
1469	195.6421594
1470	195.6030611
1471	195.5622754
1472	195.5263054
1473	195.5220473
1474	195.5213254
1475	195.5149013
1476	195.4968661
1477	195.4739187
1478	195.3835761
1479	195.3282049
1480	195.3120795
1481	195.2818052
1482	195.255056
1483	195.2296127
1484	195.2236271
1485	195.2026176
1486	195.1625225
1487	195.1217584
1488	195.1176832
1489	195.1019438
1490	195.0875445
1491	195.045899
1492	194.9755554
1493	194.9707266
1494	194.889566
1495	194.8719674
1496	194.8545736
1497	194.8489172
1498	194.8193298
1499	194.7966711
1500	194.7811106
1501	194.7476144
1502	194.7235378
1503	194.7106405
1504	194.6461747
1505	194.6327328
1506	194.6189173
1507	194.5772011
1508	194.5535546
1509	194.5187462
1510	194.4761922
1511	194.4474897
